DBT1,DBT99,WHITE,BLACK,ASIAN,MIXED,OTHER_RACE,SDESCENT,OVER65,LIVESALONE,LARGEHOUSE,POVERTY,UNEMPLOYED,HIGHSCHOOL,RENT,ELPAY,NGPAY,LPGPAY,FOPAY,APARTMENT,MOBILE,YEARMADERANGE,THERMALMASS.WALL,THERMALMASS.ROOF,ADQINSUL,DRAFTY,WWR,TYPEGLASS,COOLTYPE,EQUIPM,HVAC_OPERATION,HVAC_MAINTENANCE,NUMFANS,OFFGRID,TEMPMA
91.5,-3.6,1,0,0,0,0,0,1,1,0,0,-0,1,0,1,1,0,0,0,0,1969,0.013,0.069,2,1,1.4285714285714286,1,1,1,0,0,0,0,0
88,-1.3,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,1950,0.004,0.069,2,0,2.5,2,1,1,0,0,3,0,0
87,9.7,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,0,0,0,0,0,1989,0.004,0.069,1,1,0.75,1,1,1,0,0,2,0,0
91.1,16.7,1,0,0,0,0,0,1,0,0,1,-0,0,1,1,0,0,0,0,0,1999,0.004,0.069,2,2,0.75,2,1,1,0,0,1,0,0
79,42.1,0,0,1,0,0,0,1,0,0,1,-0,0,0,1,1,0,0,0,0,1950,0.013,0.069,1,1,2,2,0,1,1,0,0,0,0
98.5,37.3,1,0,0,0,0,1,0,0,0,1,-0,1,1,1,1,0,0,1,0,1979,0.013,0,1,1,1,1,0,1,0,0,1,0,0
92.4,19.3,1,0,0,0,0,0,0,0,0,1,-0.5,0,0,1,0,0,0,0,0,1989,0.143,0.001,2,1,1.2,2,1,1,0,0,3,0,0
93.2,30.3,1,0,0,0,0,0,1,1,0,0,-1,0,0,1,1,0,0,0,0,1999,0.024,0.038,2,0,3.3333333333333335,2,1,1,0,0,6,1,0
92,25,0,1,0,0,0,0,0,1,0,1,-1,0,1,1,0,0,0,1,0,2009,0.143,0,2,0,1,1,1,1,0,0,1,0,0
78.7,39,1,0,0,0,0,0,1,1,0,1,-0,1,1,0,0,0,0,1,0,1989,0.024,0,2,0,0.5,2,1,1,0,0,0,0,0
71.1,-4,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1979,0,0,3,0,0.6666666666666666,1,0,1,0,0,5,0,0
92,25,0,1,0,0,0,0,1,0,0,1,-0,1,0,1,1,0,0,0,0,1959,0.143,0.069,2,1,1.25,1,0.5,1,0,0,6,0,0
91,16.5,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,1,0,1999,0.004,0,2,1,0.6,2,0.5,1,0,0,3,0,0
90.9,39.2,1,0,0,0,0,0,0,0,0,1,-1,0,1,1,0,0,0,1,0,1999,0,0,3,0,0.75,1,1,1,0,0,6,0,0
84.1,11.7,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,1,0,0,0,1999,0,0,3,1,1.4285714285714286,2,1,1,0,0,5,0,0
96.9,9.8,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,1,0,0,0,0,2009,0,0,3,0,1.6,1,1,1,0,0,7,0,0
106.8,35.3,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,2009,0,0,3,0,0.9090909090909091,2,1,0,0,0,0,0,0
99.2,34,0,1,0,0,0,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,1999,0.013,0.069,2,1,1,2,1,1,0,0,5,0,0
97.2,18.2,1,0,0,0,0,0,0,1,0,1,-0,1,1,1,1,0,0,0,0,1959,0.143,0.069,2,0,0.16666666666666666,2,1,1,0,0,3,0,0
94.3,22.9,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1959,0.143,0.069,2,1,2,2,1,1,0,0,2,0,0
89.5,5.4,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,1,0,0,0,0,1999,0.143,0.069,2,1,1.6666666666666667,2,1,1,0,0,6,0,0
88.1,9.8,1,0,0,0,0,0,0,0,0,0,-0,0,0,1,0,1,1,0,0,1999,0.004,0.069,2,0,2,2,1,1,0,0,1,0,0
84.1,9.3,1,0,0,0,0,0,1,0,0,1,-1,0,0,1,1,0,0,0,0,1950,0,0,3,1,3.3333333333333335,1,0,1,0,0,2,0,0
88,5.1,1,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,1,0,0,1959,0.004,0.069,2,1,1.4285714285714286,2,0.5,1,0,0,6,0,0
92.6,0.6,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,0,0,1969,0.004,0.069,2,0,1.6666666666666667,1,1,1,0,0,2,0,0
92,25,0,0,0,1,0,0,0,0,0,0,-0,0,0,1,1,0,0,0,0,2015,0.004,0.069,2,1,2.2222222222222223,1,1,1,0,0,7,0,0
91.2,5.1,1,0,0,0,0,0,0,1,0,1,-1,0,1,0,0,0,0,1,0,1969,0.143,0,1,1,0.75,1,0.5,1,0,0,0,0,0
91.5,15.9,1,0,0,0,0,0,0,1,0,1,-0,0,0,1,1,0,0,0,0,2009,0,0,3,0,0.8571428571428571,2,1,1,0,0,3,0,0
84.1,9.3,1,0,0,0,0,0,1,0,0,1,-1,0,0,1,1,0,0,1,0,1999,0.024,0,2,1,0.75,2,0.5,1,1,1,1,0,0
87.7,11.7,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,0,0,0,1959,0.004,0.001,2,1,1.5,2,0.5,1,0,0,0,0,0
89.4,17.3,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,1,0,0,0,1989,0.004,0.069,2,1,1,2,1,1,0,0,5,0,0
88,35.5,1,0,0,0,0,0,1,0,0,1,-0.5,0,0,1,1,0,0,0,0,2009,0.024,0.038,2,1,2.6666666666666665,2,1,1,1,0,5,0,0
95.1,14.2,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,0,0,0,0,1999,0,0,3,0,1.25,2,1,1,0,0,1,1,0
90.2,16.1,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,2009,0.202,0.069,2,0,2.5,2,1,1,1,0,1,0,0
94.5,36,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,0,0,0,1979,0,0,3,0,0.8571428571428571,1,1,1,0,1,5,0,0
91.1,-0.7,1,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,0,0,0,0,1989,0.004,0.069,2,1,0.75,2,1,1,0,0,5,1,0
83.3,12.6,1,0,0,0,0,0,0,1,0,1,-0.5,0,1,1,0,0,0,0,0,1969,0.004,0.001,2,0,0.6,2,1,1,0,0,0,0,0
88.1,-6,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,1,0,0,0,0,1979,0.004,0.069,2,0,1,1,1,1,0,0,1,0,0
92.4,19.3,1,0,0,0,0,0,1,0,1,1,-0,1,0,1,0,0,0,0,0,1989,0.143,0.008,0,2,2.2857142857142856,2,0,1,0,0,4,0,0
94.3,22.9,1,0,0,0,0,0,0,0,0,1,-1,0,1,1,1,0,0,0,0,1969,0.143,0.069,2,1,1,1,1,1,0,0,4,0,0
86.8,45.4,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,2020,0.41,0.008,2,0,1.25,2,1,1,0,0,6,0,0
106.3,33.8,1,0,0,0,0,0,0,0,0,1,-0,0,0,1,1,0,0,0,0,1999,0,0,3,0,0.9090909090909091,2,1,1,0,1,8,0,0
99.2,34,1,0,0,0,0,1,0,0,0,1,-1,1,0,1,1,0,0,0,0,1979,0,0,3,1,1,2,0.5,1,0,0,4,0,0
98.7,25.9,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,0,0,0,0,0,1969,0.143,0.069,2,0,1.6666666666666667,2,1,1,0,0,5,0,0
92.5,16.2,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1999,0,0,3,0,0.75,2,1,1,0,0,2,0,0
91.1,15.7,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,0,0,0,2015,0,0,3,1,1.6666666666666667,3,1,1,1,0,4,0,0
86.4,9.4,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,1999,0.004,0.069,2,1,1.6666666666666667,2,0.5,1,0,0,0,1,0
89.9,19,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1969,0,0,3,0,2.5,2,1,1,0,0,6,0,0
92.4,19.3,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,1,0,0,0,0,1999,0.143,0.069,2,1,1.5384615384615385,2,1,1,0,0,8,0,0
91.2,-3.2,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2015,0,0,3,2,1.8181818181818181,1,1,1,0,0,2,0,0
87.6,8,1,0,0,0,0,0,0,1,0,1,-0,0,0,1,1,0,0,0,0,1959,0.143,0.069,2,1,2,2,0,1,0,0,2,0,0
86.5,6.9,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,1,0,0,0,0,1979,0.004,0.069,2,0,1.6666666666666667,2,1,1,0,0,2,0,0
91,45.4,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,0,0,0,1,0,1979,0.024,0,2,0,1.5,3,1,1,0,0,3,0,0
87.5,10,1,0,0,0,0,0,1,0,0,1,-1,1,0,1,1,0,0,0,0,1959,0,0,3,0,2,2,1,1,0,0,2,0,0
99,42,1,0,0,0,0,1,1,0,0,1,-0,0,0,1,0,0,0,0,1,1989,0.41,0.069,1,2,1.25,2,0.5,0.5,1,1,7,0,0
91.3,12.4,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,2009,0,0,3,0,1.6,2,1,1,0,0,0,0,0
98.1,32.8,1,0,0,0,0,1,0,1,0,0,-1,0,1,1,0,0,0,0,0,1989,0,0,3,1,0.75,2,1,1,0,0,3,0,0
108.3,41.6,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1999,0.024,0.008,1,1,1.6,2,1,1,0,0,8,0,0
103.7,35.7,1,0,0,0,0,0,0,0,0,1,-0,0,0,1,0,0,0,0,0,1979,0.41,0.038,1,1,0.8571428571428571,2,1,1,0,0,2,0,0
93.4,35.5,0,0,0,1,0,1,0,1,0,1,-0,0,1,1,0,0,0,1,0,2020,0.202,0,2,0,0.3333333333333333,1,1,1,1,0,3,0,0
81.9,1.1,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,1989,0.013,0.069,1,1,4.285714285714286,2,0.5,1,0,0,3,1,0
81.6,29.6,1,0,0,0,0,1,0,0,0,1,-0,0,1,1,0,0,0,1,0,1969,0.013,0,2,0,0.75,2,0,1,1,0,4,0,0
80.2,46.4,0,1,0,0,0,0,0,1,0,1,-1,0,1,1,0,0,0,1,0,2009,0,0,3,0,1.5,2,1,1,0,0,0,0,0
91.3,11.5,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1989,0,0,3,0,1.2307692307692308,2,1,1,0,0,4,1,0
88.3,-5.5,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2020,0,0,3,1,0.6666666666666666,2,1,1,0,0,2,0,0
94,26.7,0,1,0,0,0,0,0,0,0,1,-0,0,1,1,1,0,0,0,0,1979,0,0,3,0,1,1,1,1,0,1,5,0,0
93,24.8,1,0,0,0,0,0,0,1,0,1,-0,0,1,1,0,0,0,0,1,2009,0.013,0.001,2,2,1.2,2,1,1,0,0,1,0,0
83.6,1.4,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,1950,0.004,0.069,2,1,1.6666666666666667,2,0.5,1,0,0,3,0,0
91.1,15.7,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1999,0.143,0.069,2,0,1.1111111111111112,2,1,1,0,0,3,1,0
99.4,27.3,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,1999,0,0,3,0,1.1111111111111112,2,1,1,0,0,9,0,0
89.5,5.4,0,1,0,0,0,0,0,0,0,1,-0,0,0,1,1,0,0,1,0,1950,0.143,0.044,1,3,5,2,0.5,1,1,0,1,0,0
93.4,36.4,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1959,0.143,0.069,2,0,1.6666666666666667,1,1,1,0,0,6,0,0
88.3,12.6,1,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,1,0,2015,0.004,0,1,2,1.5,1,1,1,1,0,0,0,0
90.8,13.8,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,0,0,0,0,1979,0,0,3,0,1.25,2,1,1,0,0,0,0,0
91.8,20.7,1,0,0,0,0,0,1,0,1,0,-1,1,0,1,1,0,0,0,0,1969,0.004,0.069,2,2,1.1111111111111112,2,1,1,0,1,4,0,0
68.1,33.4,1,0,0,0,0,0,1,0,0,0,-1,0,0,1,1,0,0,0,0,1950,0.013,0.069,2,1,3.3333333333333335,1,0,1,0,0,3,0,0
88.5,15.6,1,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,1,1989,0.004,0.069,1,1,2.2222222222222223,2,1,1,0,0,8,0,0
93.2,30.3,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,0,1,0,0,0,1989,0.024,0.038,2,0,1.4285714285714286,1,1,1,0,0,6,1,0
96.7,21.7,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,0,0,0,1950,0.004,0.001,1,1,2.6666666666666665,2,1,1,0,0,2,0,0
91.3,9.5,1,0,0,0,0,1,1,1,0,1,-0,0,0,1,1,0,0,0,0,1979,0.024,0.069,1,0,0.75,2,1,1,0,0,2,0,0
98.8,33.8,1,0,0,0,0,0,0,1,0,1,-1,1,0,1,0,1,0,0,0,1969,0.024,0.038,2,0,1.1111111111111112,2,1,1,0,0,6,0,0
90.9,15.5,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,0,0,0,1969,0.143,0.069,1,2,1.8181818181818181,1,1,1,0,0,6,0,0
89.9,15.7,1,0,0,0,0,0,0,0,0,0,-0.5,0,0,1,1,0,0,0,0,1979,0.004,0.069,1,2,2.857142857142857,2,1,1,0,0,4,0,0
86.5,3.2,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,1,0,0,0,0,1950,0.004,0.069,2,1,3.75,2,1,1,0,0,0,0,0
97.1,41.1,1,0,0,0,0,0,1,0,0,1,-1,0,1,1,0,0,0,1,0,2009,0.024,0,2,0,0.3333333333333333,2,1,1,0,0,2,0,0
89.7,18,0,1,0,0,0,0,1,0,1,0,-0,0,0,1,1,0,1,1,0,1950,0.004,0.013,0,1,1.2,1,0.5,1,0,0,8,0,0
88.9,63.9,0,0,1,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,1,0,1969,0.024,0,0,0,0.6,1,0.5,0,0,0,5,0,0
88.8,5.4,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,1,0,0,0,1,2020,0,0,3,0,1.6666666666666667,3,1,1,0,0,4,0,0
84.4,-9.5,1,0,0,0,0,0,0,0,0,1,-0.5,0,1,1,0,0,0,1,0,2015,0.143,0.069,2,0,1,2,0,1,0,0,4,0,0
96.9,18.9,1,0,0,0,0,0,0,1,0,0,-1,0,0,1,1,0,0,0,0,1969,0.143,0.069,2,0,2,1,1,1,0,0,4,0,0
85.9,50.6,1,0,0,0,0,0,1,1,0,0,-1,0,0,1,0,0,0,0,0,1950,0,0,3,0,1.6666666666666667,3,1,1,0,0,1,1,0
90.2,18.4,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,2009,0,0,3,1,2.142857142857143,2,1,1,0,0,2,0,0
87.9,1.6,1,0,0,0,0,0,0,0,0,0,-0,0,0,1,1,0,0,0,0,1999,0,0,3,1,2.142857142857143,2,1,1,0,0,6,0,0
94.3,22.9,1,0,0,0,0,0,1,1,0,0,-0,0,0,1,1,0,0,0,0,1979,0,0,3,1,1.25,2,1,1,0,0,5,0,0
81,5.2,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1959,0.004,0.069,2,0,1.6666666666666667,1,0.5,1,0,0,5,1,0
91.5,10.2,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,0,1,0,0,0,2009,0.004,0.069,2,0,0.8571428571428571,2,1,1,0,0,3,1,0
89.9,15.4,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,1,0,1,0,0,1989,0,0,3,0,0.6666666666666666,2,1,1,0,0,1,1,0
90.2,-13.1,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,1,0,0,0,0,1950,0.004,0.069,1,1,1.1111111111111112,1,1,1,0,1,4,0,0
94.7,29.9,1,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,0,0,0,0,1979,0.013,0.069,2,0,1.2,1,1,1,0,0,3,0,0
78.3,-38.3,1,0,0,0,0,0,0,0,0,1,-0,0,1,1,0,0,1,0,0,2009,0,0,3,1,2,3,0,1,0,0,0,1,0
88.4,8.5,0,1,0,0,0,0,0,0,0,1,-0,1,1,1,1,0,0,0,0,1979,0.143,0.008,2,1,1.4285714285714286,1,1,1,0,0,3,0,0
87.6,-5.8,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1979,0.004,0.069,2,1,1.1111111111111112,2,1,1,0,0,2,0,0
91.2,5.1,1,0,0,0,0,1,0,0,0,1,-0,0,0,1,1,0,0,0,0,1979,0,0,3,0,0.42857142857142855,2,0.5,1,0,0,1,0,0
94.7,29.9,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1969,0,0,3,0,1.6666666666666667,1,1,1,0,0,8,0,0
91.3,17.9,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1969,0.143,0.069,1,2,2.6666666666666665,2,1,1,0,0,6,1,0
85.9,50.6,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1959,0.024,0.069,2,0,2,2,1,1,0,1,4,1,0
91.3,17.9,1,0,0,0,0,0,0,1,0,1,-0,1,1,0,0,0,0,1,0,1950,0.143,0.069,2,0,2,1,0.5,1,0,0,0,0,0
83,6.7,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,1,0,1,0,0,1959,0,0,3,0,0.8333333333333334,2,0.5,1,0,0,5,1,0
90.9,47.5,1,0,0,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,1,0,1969,0.202,0.069,2,1,0.75,1,1,1,1,1,3,0,0
98.8,33.8,1,0,0,0,0,0,1,0,0,0,-0,0,1,1,0,1,0,0,0,1989,0.004,0.069,1,1,1.2,1,1,1,0,0,4,1,0
92.7,12.3,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2009,0,0,3,0,1.5384615384615385,3,1,1,0,0,5,0,0
91.3,9.5,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2009,0.004,0.069,2,1,1.6666666666666667,2,1,1,0,0,4,0,0
81.8,13,1,0,0,0,0,0,1,1,0,1,-0.5,0,1,0,0,0,0,1,0,1979,0.143,0,2,2,2.5,1,0.5,1,0,0,3,0,0
86.1,13.9,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1969,0.004,0.069,2,1,0.75,1,1,1,0,0,5,0,0
91.2,5.1,1,0,0,0,0,0,0,1,0,1,-1,0,1,1,0,0,0,1,0,1950,0.143,0,2,1,0.3333333333333333,2,1,1,0,0,0,0,0
93.2,27.9,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2015,0,0,3,0,3,2,1,1,0,0,1,0,0
100.2,36.5,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,0,0,0,0,0,1979,0.024,0.069,2,0,1,1,1,1,0,0,1,0,0
84.2,0.2,1,0,0,0,0,1,0,0,0,0,-1,0,0,1,1,0,0,0,0,1950,0.202,0.001,2,1,4.285714285714286,1,0.5,1,0,0,7,1,0
88.3,16,1,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,1,0,0,1979,0,0,3,1,1,2,1,1,0,0,4,0,0
66.3,-16.3,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,1969,0.013,0.069,2,0,1.2,2,0,1,0,0,1,0,0
84.4,15.8,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,1,0,0,1,0,1950,0.004,0.069,1,1,2.5,1,0.5,1,0,1,1,0,0
86.2,3.9,1,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,0,0,0,0,2015,0.004,0.069,2,0,1.2,2,1,1,0,0,0,0,0
87.5,10,1,0,0,0,0,0,1,0,0,1,-0.5,0,0,1,1,0,0,0,0,1979,0.143,0.069,2,1,1,1,1,1,0,0,2,1,0
92.6,46,1,0,0,0,0,0,0,1,0,1,-0,0,0,1,0,0,0,0,0,1969,0.41,0.069,2,0,1.2,2,1,1,0,0,5,0,0
95.2,30,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,0,0,0,0,0,1959,0.013,0.069,2,0,1,1,1,1,0,0,3,0,0
85.9,-2.4,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,1999,0,0,3,0,2.142857142857143,2,0,1,0,0,4,0,0
82.3,4.1,1,0,0,0,0,0,0,1,0,1,-1,0,0,1,1,0,0,0,0,1959,0.004,0.001,2,1,1.4285714285714286,2,0.5,1,0,0,2,0,0
91.3,8.6,0,1,0,0,0,0,0,1,0,1,-0,1,1,1,0,0,0,1,0,1950,0.004,0.069,2,1,1.6666666666666667,1,0.5,1,0,0,1,0,0
90.2,8.9,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,1,0,0,0,0,1969,0.004,0.069,2,0,1.4285714285714286,2,1,1,0,0,2,1,0
108.6,37.8,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,0,0,0,0,0,1979,0,0,3,1,0.75,2,1,1,0,0,5,1,0
83,6.7,1,0,0,0,0,1,0,0,0,0,-0.5,1,1,0,1,0,0,1,0,1950,0.004,0.069,2,0,2,1,0.5,1,0,0,4,0,0
88.9,-7.3,1,0,0,0,0,0,1,0,0,0,-0,1,0,1,1,0,0,0,0,2015,0.004,0.069,2,1,0.6,2,1,1,0,0,2,0,0
91.4,25.4,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,1,0,0,0,0,1999,0.143,0.069,2,0,3.3333333333333335,1,1,1,0,0,5,1,0
85.6,6.9,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,0,0,0,1969,0,0,3,0,2,2,1,1,0,0,3,0,0
89.4,17.3,1,0,0,0,0,0,1,0,0,0,-0,1,0,1,1,0,0,0,0,1969,0.004,0.069,2,0,2,2,1,1,0,0,0,0,0
89.6,18.4,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,2015,0.004,0.013,1,2,1.4285714285714286,2,1,1,0,0,1,0,0
83.9,3,1,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,0,0,0,0,1950,0.004,0.069,1,1,2.5,2,0,0.5,0,0,3,1,0
91.1,16.6,1,0,0,0,0,1,0,0,0,1,-0,1,1,1,1,0,0,0,0,1950,0.004,0.013,2,1,2,2,1,1,1,0,5,0,1
88.9,63.9,0,0,1,0,0,0,0,1,0,1,-1,0,1,0,0,0,0,1,0,1999,0,0,3,3,6,1,1,0,0,0,0,0,0
90,14.3,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1999,0.004,0.069,1,1,1.7777777777777777,2,1,1,1,1,6,0,0
97.1,41.1,1,0,0,0,0,1,0,0,0,1,-1,0,1,1,1,0,0,1,0,1959,0,0,3,1,1,3,0.5,1,0,0,1,0,0
86.4,67.5,1,0,0,0,0,0,0,1,0,1,-0,0,0,1,0,0,0,0,0,2009,0.004,0.069,0,0,1.25,2,0,0,0,0,8,1,0
85.9,18.9,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1950,0,0,3,0,2,2,1,1,0,0,6,0,0
88.9,-7.3,0,1,0,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,1,0,2015,0.004,0,2,1,0.5,1,0,0,0,0,1,0,0
88.6,-8,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,2009,0,0,3,0,2.6666666666666665,3,1,1,0,0,5,1,0
84.1,9.3,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,1950,0.004,0.069,2,1,2,1,0,1,0,0,2,0,0
85.5,8.8,1,0,0,0,0,0,0,0,0,1,-0,1,1,1,1,0,0,0,0,1969,0.004,0.069,1,2,1.6666666666666667,2,0.5,1,1,0,2,0,0
83.8,9.1,1,0,0,0,0,0,1,0,0,0,-0.5,0,0,1,0,0,1,0,0,1989,0.013,0.069,2,0,1.5384615384615385,2,1,1,0,0,1,1,0
93,11.7,0,1,0,0,0,0,0,0,0,1,-0,0,1,1,0,0,0,1,0,2009,0.143,0,2,1,0.3333333333333333,2,1,1,0,0,1,0,0
88.9,63.9,0,0,1,0,0,0,1,1,0,1,-0,0,1,0,0,0,0,1,0,1979,0.41,0,0,0,1,1,0,0,0,0,0,0,0
106.3,35.7,0,0,0,1,0,0,0,0,0,1,-0,1,1,1,1,0,0,1,0,1979,0.024,0,1,1,0.6,2,1,1,0,0,3,0,0
90.5,19,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,0,0,1,0,0,1999,0.004,0.069,2,1,1.4285714285714286,2,1,1,0,0,4,0,0
85.6,6.9,1,0,0,0,0,0,0,0,0,1,-0.5,0,0,1,1,0,0,0,0,1969,0.004,0.069,2,1,1.6666666666666667,2,1,1,0,0,1,0,0
93.1,27.3,1,0,0,0,0,0,0,1,0,1,-0,0,1,1,0,0,0,0,1,1979,0.004,0.001,1,2,2,1,0.5,1,1,0,1,0,0
88.2,5,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1979,0.013,0.069,2,1,2.5,2,0,1,0,0,3,0,0
87.8,6.3,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2020,0,0,3,1,1.25,2,1,1,0,0,4,0,0
83.7,38.6,0,0,1,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,1,0,2009,0,0,3,0,1,2,0,1,0,0,0,0,0
81.8,6.5,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,1,0,0,0,0,1950,0.004,0.069,1,1,1.4285714285714286,1,0.5,1,0,0,3,0,0
95.9,26.7,0,1,0,0,0,0,1,0,0,1,-0,1,0,1,0,1,0,0,0,1959,0.004,0.069,2,0,1.6666666666666667,2,0.5,1,0,0,3,0,0
86.7,12.9,1,0,0,0,0,0,0,0,0,0,-0.5,0,0,1,1,0,0,0,0,1969,0.013,0.069,2,0,2,2,1,1,0,0,0,0,0
83.8,1.3,1,0,0,0,0,0,1,0,0,1,-0,0,1,1,0,0,0,1,0,1999,0,0,3,0,1,2,0.5,1,0,0,1,0,0
91.8,20.7,0,1,0,0,0,0,0,1,0,1,-1,0,1,1,0,0,0,1,0,2015,0,0,3,0,1,1,1,1,0,0,1,0,0
93.4,22.9,1,0,0,0,0,1,0,0,0,1,-0.5,1,0,1,0,0,0,0,0,2009,0,0,3,1,2,2,0.5,0.5,0,0,2,0,0
87.2,4.8,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2009,0,0,3,1,1,2,1,1,0,0,5,0,0
103.7,35.7,1,0,0,0,0,0,0,0,0,1,-0.5,0,1,1,1,0,0,1,0,1979,0.024,0.008,1,1,0.42857142857142855,1,1,1,1,0,9,0,0
94.9,33.5,1,0,0,0,0,0,1,1,0,1,-0.5,0,0,1,1,0,0,0,0,1989,0.024,0.069,2,1,1.4285714285714286,1,1,1,0,0,2,0,0
