bootstrap,input_features,imbalance,mLMethod,time.start,time.end,Precision,Recall,F1,BalancedAccuracy
79,All,up,ranger,2023-11-27T00:05:05Z,2023-11-27T00:08:21Z,0.06870229007633588,0.36,0.11538461538461539,0.6545089845382366
79,All,up,nnet,2023-11-27T00:08:22Z,2023-11-27T00:09:55Z,0.04505632040050062,0.72,0.08480565371024734,0.7802883409945675
79,All,smote,glm,2023-11-27T00:09:55Z,2023-11-27T00:10:12Z,0.04697986577181208,0.7,0.0880503144654088,0.775825323861262
79,All,smote,earth,2023-11-27T00:10:12Z,2023-11-27T00:18:18Z,0.06990881458966565,0.46,0.12137203166226912,0.6980317592979524
79,All,smote,pda,2023-11-27T00:18:18Z,2023-11-27T00:20:01Z,0.04881101376720901,0.78,0.09187279151943463,0.8106017551190974
79,All,smote,multinom,2023-11-27T00:20:01Z,2023-11-27T00:20:46Z,0.04691689008042895,0.7,0.0879396984924623,0.7757208524864188
79,All,smote,treebag,2023-11-27T00:20:46Z,2023-11-27T00:21:19Z,0.06060606060606061,0.04,0.048192771084337345,0.5167613873798579
79,All,smote,gbm,2023-11-27T00:21:19Z,2023-11-27T00:21:52Z,0.048994974874371856,0.78,0.09219858156028368,0.8109151692436273
79,All,smote,ranger,2023-11-27T00:21:52Z,2023-11-27T00:26:02Z,0.1,0.02,0.03333333333333333,0.5090597576264103
79,All,smote,nnet,2023-11-27T00:26:03Z,2023-11-27T00:27:35Z,0.04518664047151277,0.46,0.08228980322003578,0.6792269118261597
79,All,rose,glm,2023-11-27T00:27:35Z,2023-11-27T00:27:52Z,0.0029651593773165306,0.24,0.005857944837686112,0.198458002507313
79,All,rose,earth,2023-11-27T00:27:52Z,2023-11-27T00:30:03Z,0.08411214953271028,0.54,0.14555256064690028,0.7392854157960719
79,All,rose,pda,2023-11-27T00:30:03Z,2023-11-27T00:31:07Z,0.049937578027465665,0.8,0.09400705052878966,0.8204972837442541
79,All,rose,multinom,2023-11-27T00:31:07Z,2023-11-27T00:31:44Z,0.04755944931163955,0.76,0.0895170789163722,0.8004972837442541
79,All,rose,treebag,2023-11-27T00:31:44Z,2023-11-27T00:32:15Z,0.06015037593984962,0.48,0.10690423162583518,0.7008232344337652
79,All,rose,gbm,2023-11-27T00:32:16Z,2023-11-27T00:32:42Z,0.04881101376720901,0.78,0.09187279151943463,0.8106017551190974
79,All,rose,ranger,2023-11-27T00:32:42Z,2023-11-27T00:37:46Z,0.06263982102908278,0.56,0.11267605633802816,0.7362264939406603
79,All,rose,nnet,2023-11-27T00:37:47Z,2023-11-27T00:39:04Z,0.049597855227882036,0.74,0.092964824120603,0.7959297952361053
51,Baseline,none,glm,2023-11-27T00:39:04Z,2023-11-27T00:39:19Z,NA,0,NA,0.5
51,Baseline,none,earth,2023-11-27T00:39:19Z,2023-11-27T00:40:28Z,NA,0,NA,0.5
51,Baseline,none,pda,2023-11-27T00:40:28Z,2023-11-27T00:41:22Z,NA,0,NA,0.5
51,Baseline,none,multinom,2023-11-27T00:41:22Z,2023-11-27T00:41:47Z,NA,0,NA,0.5
51,Baseline,none,treebag,2023-11-27T00:41:47Z,2023-11-27T00:42:05Z,0.04,0.02,0.02666666666666667,0.5074926870037609
51,Baseline,none,gbm,2023-11-27T00:42:06Z,2023-11-27T00:42:29Z,NA,0,NA,0.5
51,Baseline,none,ranger,2023-11-27T00:42:30Z,2023-11-27T00:44:16Z,NA,0,NA,0.5
51,Baseline,none,nnet,2023-11-27T00:44:16Z,2023-11-27T00:44:43Z,NA,0,NA,0.5
51,Baseline,weighted,glm,2023-11-27T00:44:43Z,2023-11-27T00:44:59Z,NA,0,NA,0.5
51,Baseline,weighted,earth,2023-11-27T00:44:59Z,2023-11-27T00:46:08Z,NA,0,NA,0.5
51,Baseline,weighted,pda,2023-11-27T00:46:08Z,2023-11-27T00:47:02Z,NA,0,NA,0.5
51,Baseline,weighted,multinom,2023-11-27T00:47:02Z,2023-11-27T00:47:26Z,NA,0,NA,0.5
51,Baseline,weighted,treebag,2023-11-27T00:47:27Z,2023-11-27T00:47:45Z,0.04,0.02,0.02666666666666667,0.5074926870037609
51,Baseline,weighted,gbm,2023-11-27T00:47:45Z,2023-11-27T00:48:09Z,NA,0,NA,0.5
51,Baseline,weighted,ranger,2023-11-27T00:48:09Z,2023-11-27T00:49:56Z,NA,0,NA,0.5
51,Baseline,weighted,nnet,2023-11-27T00:49:56Z,2023-11-27T00:50:22Z,NA,0,NA,0.5
51,Baseline,up,glm,2023-11-27T00:50:23Z,2023-11-27T00:50:38Z,0.022189349112426034,0.6,0.042796005706134094,0.6618888424571667
51,Baseline,up,earth,2023-11-27T00:50:38Z,2023-11-27T00:53:08Z,0.024844720496894408,0.64,0.04783258594917787,0.6887839531968241
51,Baseline,up,pda,2023-11-27T00:53:08Z,2023-11-27T00:54:05Z,0.022794117647058822,0.62,0.04397163120567375,0.6711575428332637
51,Baseline,up,multinom,2023-11-27T00:54:05Z,2023-11-27T00:54:38Z,0.024193548387096774,0.66,0.04667609618104668,0.6909486000835772
51,Baseline,up,treebag,2023-11-27T00:54:38Z,2023-11-27T00:55:01Z,0.012987012987012988,0.02,0.015748031496062992,0.5020601755119097
51,Baseline,up,gbm,2023-11-27T00:55:02Z,2023-11-27T00:55:29Z,0.023519870235198703,0.58,0.04520654715510522,0.6642164646886752
51,Baseline,up,ranger,2023-11-27T00:55:29Z,2023-11-27T00:57:47Z,0.024390243902439025,0.58,0.04681194511702986,0.6688132051817801
51,Baseline,up,nnet,2023-11-27T00:57:47Z,2023-11-27T00:58:27Z,0.02088167053364269,0.72,0.040586245772266064,0.6836523192645215
51,Baseline,smote,glm,2023-11-27T00:58:27Z,2023-11-27T00:58:42Z,0.023615635179153095,0.58,0.045383411580594675,0.6647388215628918
51,Baseline,smote,earth,2023-11-27T00:58:42Z,2023-11-27T01:02:19Z,0.0374414976599064,0.48,0.0694645441389291,0.6755411617216882
51,Baseline,smote,pda,2023-11-27T01:02:19Z,2023-11-27T01:03:15Z,0.023980815347721823,0.6,0.046118370484242895,0.6724404513163393
51,Baseline,smote,multinom,2023-11-27T01:03:16Z,2023-11-27T01:03:44Z,0.023634881825590873,0.58,0.04541895066562256,0.664843292937735
51,Baseline,smote,treebag,2023-11-27T01:03:45Z,2023-11-27T01:04:09Z,0.030303030303030304,0.1,0.04651162790697675,0.5332845800250732
51,Baseline,smote,gbm,2023-11-27T01:04:10Z,2023-11-27T01:04:39Z,0.02408637873754153,0.58,0.046251993620414676,0.6672461345591307
51,Baseline,smote,ranger,2023-11-27T01:04:39Z,2023-11-27T01:07:34Z,0.02886002886002886,0.4,0.053835800807537006,0.6296907647304639
51,Baseline,smote,nnet,2023-11-27T01:07:34Z,2023-11-27T01:08:13Z,0.022222222222222223,0.6,0.04285714285714286,0.6620977852068533
51,Baseline,rose,glm,2023-11-27T01:08:13Z,2023-11-27T01:08:29Z,0.0054363376251788265,0.38,0.010719322990126939,0.3268575010447138
51,Baseline,rose,earth,2023-11-27T01:08:29Z,2023-11-27T01:09:56Z,0.03469387755102041,0.34,0.06296296296296296,0.6205850396991225
51,Baseline,rose,pda,2023-11-27T01:09:56Z,2023-11-27T01:10:54Z,0.023238925199709513,0.64,0.04484933426769447,0.679486000835771
51,Baseline,rose,multinom,2023-11-27T01:10:55Z,2023-11-27T01:11:22Z,0.02342606149341142,0.64,0.04519774011299435,0.6806351859590472
